ident,name,type,latitude,longitude,country code,airport
ARS,BOREALIS FRA,VORDME,59.58611,16.65028,,
ARS,Aros,VOR-DME,59.5862,16.6504,SE,ESOW
ART,FRATURK,VORDME,41.18028,40.85861,,
ART,Rize-Artvin,VOR-DME,41.1815,40.858,TN,LTFO
ARW,El Aroui,NDB,34.9897,-3.04417,MA,GMMW
ARX,Araxa,VOR-DME,-19.689,-47.0605,BR,SBAX
ARX,Araxa,NDB,-19.561,-46.9647,BR,SBAX
ARX,Araxos,TACAN,38.1082,21.4227,GR,LGRX
AS,Punta Arenas,NDB,-53.0006,-70.8211,CL,SCCI
AS,Ashburton,NDB,-43.9048,171.80701,NZ,NZAS
AS,Alice Springs,VOR-DME,-23.7929,133.87801,AU,YBAS
AS,Alice Springs,NDB,-23.7779,133.87399,AU,YBAS
AS,Atang Senjaya,NDB,-6.53833,106.755,ID,
AS,Sanana,NDB,-2.09459,125.964,ID,WAES
AS,Cali,NDB,3.5199,-76.3857,CO,
AS,Asmara,NDB,15.2813,38.8852,ER,HHAS
AS,Agades,NDB,16.9563,7.97483,NE,DRZA
AS,Agades,VOR,16.975,8.02322,NE,DRZA
AS,Aasiaat,DME,68.7194,-52.7928,GL,BGAA
ASB,Ali Al Salem,VORTAC,29.344,47.5189,KW,OKAS
ASB,Ashgabat,VOR-DME,37.985,58.3517,TM,UTAA
ASG,Ascencion De Guarayos,NDB,-15.7713,-63.0664,BO,SLAS
ASH,Al-Shigar,VOR-DME,30.1228,38.7981,SA,
ASI,Adami,NDB,-34.7895,-56.263,UY,SUAA
ASI,Asia,VOR-DME,-12.7606,-76.6064,PE,
ASI,Ascension Aux Af,VORTAC,-7.96988,-14.3973,SH,FHAW
ASK,Askoy,NDB,60.422,5.18025,NO,ENBR
ASL,Asaloyeh,NDB,27.4819,52.6161,IR,IR-0174
ASM,Asmara,VOR-DME,15.284,38.9009,ER,HHAS
ASN,Ascension Aux Af,NDB,-7.94683,-14.41,SH,FHAW
ASN,Aswan,VOR-DME,23.9718,32.817,EG,HESN
ASS,Assis,NDB,-22.6448,-50.453,BR,SNAX
AST,Asyut,VOR-DME,27.0312,31.0325,EG,HEAT
AST,Asturias,NDB,43.5578,-6.02839,ES,LEAS
AST,Astana,VOR-DME,51.0011,71.4342,KZ,UACC
ASU,Asuncion,NDB,-25.2358,-57.5131,PY,SGAS
ASW,Arlanda,DME,59.5877,17.8197,SE,
AT,Artigas,NDB,-30.4029,-56.4871,UY,SUAG
AT,Atiu,NDB,-20.0033,-158.10699,CK,NCAT
AT,Antsohihy,NDB,-14.9042,47.9956,MG,FMNW
AT,Pontianak,NDB,-0.14257,109.405,ID,WIOO
AT,Alor Star,NDB,6.15919,100.372,MY,WMKA
AT,Tocumen,NDB,9.04139,-79.3966,PA,MPTO
AT,Agatti,NDB-DME,10.8316,72.1799,IN,VOAT
AT,Agartala,NDB,23.8873,91.2344,IN,VEAT
AT,Aktyubinsk Lom,NDB,50.2809,57.1523,KZ,UATT
ATA,Anta,NDB,-9.35067,-77.598,PE,SPHZ
ATA,Alta,VOR-DME,69.9776,23.3718,NO,ENAT
ATB,Atbara,NDB,17.7139,34.0537,SD,HSAT
ATE,Alicante,VOR-DME,38.2861,-0.5866,ES,LEAL
ATE,Akita,VOR-DME,39.7116,140.062,JP,RJSK
ATF,Alta Floresta,NDB,-9.87056,-56.1015,BR,SBAT
ATF,Alta Floresta,VOR-DME,-9.86836,-56.1049,BR,SBAT
ATF,Aberdeen/Dyce,NDB,57.0775,-2.1057,GB,EGPD
ATM,Altamira,NDB,-3.2565,-52.2508,BR,SBHT
ATM,Altamira,VOR,-3.24933,-52.2477,BR,SBHT
ATN,Autun,VOR-DME,46.8059,4.25914,FR,
ATR,Alcantarilla,NDB,37.9499,-1.23042,ES,LERI
ATR,Atyrau,VOR-DME,47.1439,51.8028,KZ,UATG
ATV,Athinai,VOR-DME,37.8886,23.8144,GR,
ATV,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,37.88861,23.80444,,
AU,Aurangabad,NDB,19.8605,75.3985,IN,VAAU
AU,Akhsu,NDB,40.5667,48.3833,AZ,
AU,Aktau,NDB,43.8863,51.0352,KZ,UATE
AU,Auly,NDB,48.5831,34.4783,UA,
AUC,Arauca,VOR-DME,7.06715,-70.7322,CO,SKUC
AUG,Augsburg,DME,48.4243,10.933,DE,EDMA
AUH,Abu Dhabi,VOR-DME,24.4432,54.6465,AE,OMAA
AUR,La Aurora,VOR-DME,14.591,-90.526,GT,MGGT
AV,Avalon,VOR-DME,-38.0489,144.459,AU,YMAV
AV,Avalon,NDB,-38.0181,144.47099,AU,YMAV
AV,Raivavae,NDB,-23.8825,-147.664,PF,NTAV
AV,La Tontouta,NDB,-22.0365,166.252,NC,NWWW
AV,Abrolhos,NDB,-17.9645,-38.6938,BR,
AV,Sukhumi,NDB,42.8533,41.1217,GE,
AV,Asturias,NDB,43.5391,-5.93053,ES,LEAS
AVD,Avord,TACAN,47.0581,2.62986,FR,LFOA
AVD,Avord,NDB,47.1207,2.79961,FR,LFOA
AVI,Aviano,NDB,45.9243,12.4285,IT,LIPA
AVI,Aviano,TACAN,46.0279,12.5869,IT,LIPA
AVN,LFFRASE,VORDME,43.99528,4.74639,,
AVN,Avignon,VOR,43.9954,4.74639,FR,
AVN,Vilnius,NDB,54.6534,25.299,LT,EYVI
AWE,Asahikawa,VOR-DME,43.6673,142.457,JP,RJEC
AWK,Wake Island,VORTAC,19.285,166.62801,UM,PWAK
AWZ,Ahwaz,VOR-DME,31.3376,48.7643,IR,OIAW
AWZ,Ahwaz,NDB,31.3441,48.7446,IR,OIAW
AX,Axum,NDB,14.146,38.7763,ET,HAAX
AXD,Alexandria,NDB,31.1949,29.9525,EG,EG-0078
AXM,Armenia,NDB,4.45135,-75.7729,CO,SKAR
AY,Appleby,NDB,-41.2977,173.131,NZ,
AY,Albury,NDB,-36.0686,146.97,AU,YMAY
AY,Albury,VOR-DME,-36.0681,146.966,AU,YMAY
AY,Dire Dawa,NDB,9.64386,41.8441,ET,HADR
AY,Arli,NDB,11.5732,1.45679,BF,
AY,Kumagaya,NDB,36.1639,139.311,JP,
AY,St Anthony,NDB,51.3864,-56.0966,CA,CYAY
AY,Warszawa,NDB,52.1754,20.9325,PL,
AYA,Ayacucho,NDB,-13.1519,-74.2053,PE,SPHO
AYE,Ayers Rock,NDB-DME,-25.1728,130.97501,AU,YAYE
AYT,Antalya,TACAN,36.9156,30.7828,TR,LTAI
AYT,FRATURK,VORDME,36.92083,30.79444,,
AYT,Antalya,VOR-DME,36.92217,30.7955,TR,LTAI
AZ,Aizawl,NDB,23.7429,92.8029,IN,VEAZ
AZ,Samara,NDB,53.4617,50.205,RU,UWWW
AZ,Arkhangelsk,NDB,64.6067,40.5867,RU,ULAA
AZR,Inezgane,NDB,30.3668,-9.45067,MA,GMAA
AZR,Nice Cote D Azur,VOR-DME,43.6597,7.22442,FR,LFMN
B,San Carlos De Bariloche,NDB,-41.1426,-71.1825,AR,
B,Escuela De Aviacion Militar,NDB,-31.4383,-64.275,AR,
B,Hongqiao,NDB,31.1731,121.338,CN,
B,Valencia,NDB,39.4797,-0.45618,ES,LEVC
B,Burgas,NDB,42.5535,27.4933,BG,
B,Bishkek Manas,NDB,43.0667,74.5167,KG,
B,Baneasa West,NDB,44.4839,26.0758,RO,
B,Arvaikheer,NDB,46.2329,102.825,MN,ZMAH
B,Altai,NDB,46.3719,96.2461,MN,ZMAT
B,Underkhaan,NDB,47.3162,110.634,MN,
B,Balti,NDB,47.8213,27.7954,MD,
B,Khovd,NDB,47.9327,91.6553,MN,
B,Barka,NDB,48.1507,17.2427,SK,
B,Ulaangom,NDB,49.9526,92.0528,MN,
B,Boryspil,NDB,50.3626,30.8821,UA,
B,Sheremetyevo,NDB,55.9783,37.465,RU,UUEE
B5,Gunisao Lake,NDB,53.5222,-96.3753,CA,CJK2
BA,Bauerfield,NDB,-17.6925,168.269,VU,NVVV
BA,Blora,NDB,-6.99264,111.419,ID,WARC
BA,Bagabag,NDB,16.6179,121.253,PH,RPUZ
BA,Krasnodar,NDB,45.0633,39.2017,RU,URKK
BA,Balkhash,NDB,46.8682,74.9572,KZ,UAAH
BA,Bagayevsky,NDB,47.3167,40.3667,RU,
BA,Bautzen,NDB,51.1988,14.5478,DE,EDAB
BA,Bakchar,NDB,57.0167,82.0667,RU,
BA,Balagannoye,NDB,59.6767,149.145,RU,
BAB,Beirut,NDB,33.849,35.483,LB,OLBA
BAC,Banda Aceh,VOR-DME,5.52263,95.4222,ID,WITT
BAG,Garcas,NDB,-15.856,-52.3893,BR,SBBW
BAG,Garcas,VOR-DME,-15.8535,-52.3957,BR,SBBW
BAG,Baglum,VOR-DME,40.0695,32.8104,TR,
BAG,FRATURK,VORDME,40.07,32.81,,
BAG,Bagur,NDB,41.9515,3.20307,ES,
BAH,Bahrain,VOR-DME,26.2642,50.6489,BH,OBBI
BAI,Bailen,NDB,38.1515,-3.62917,ES,
BAK,Backa,VOR-DME,57.5552,11.9769,SE,
BAL,Balmaceda,NDB,-45.9194,-71.6983,CL,SCBA
BAL,Balmaceda,VOR-DME,-45.9131,-71.7128,CL,SCBA
BAL,El Libertador,VORTAC,10.1861,-67.547,VE,SVBL
BAL,Baldonnel,VOR-DME,53.2999,-6.44778,IE,EIME
BAM,Bam,VOR-DME,29.0775,58.4576,IR,OIKM
BAM,Bam,NDB,29.0779,58.4543,IR,OIKM
BAM,Barmen,VORTAC,51.3278,7.17698,DE,
BAN,Bandundu,NDB,-3.30238,17.3829,CD,FZBO
BAN,Sidi Ben Aoun,VOR,34.8633,9.16778,TN,
BAN,Banias,NDB,35.2283,35.9579,SY,OSLK
BAN,Barahona,VOR-DME,41.3236,-2.62979,ES,
BAN,ESPORTFRA,VORDME,41.32361,-2.63,,
BAP,Baghdad,TACAN,33.2667,44.2226,IQ,ORBI
BAQ,Barranquilla,VOR-DME,10.7967,-74.8603,CO,SKBQ
BAR,San Carlos De Bariloche,VOR-DME,-41.1403,-71.1889,AR,SAZS
BAR,Barcaldine,NDB,-23.5583,145.298,AU,YBAR
BAR,Puerto Barrios,NDB,15.7367,-88.595,GT,MGPB
BAR,Basrah,TACAN,30.5488,47.6598,IQ,ORMM
BAR,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,41.14417,16.77639,,
BAR,Bari,VOR-DME,41.1443,16.7764,IT,LIBD
BAR,Bardufoss,TACAN,69.0457,18.5864,NO,ENDU
BAT,Batticaloa,NDB,7.70362,81.6802,LK,VCCB
BAT,Batman,TACAN,37.9154,41.1055,TR,LTCJ
BAT,Batman,VOR-DME,37.9375,41.1197,TR,LTCJ
BAV,Baotou,VOR-DME,40.56,109.995,CN,
BAY,El Bayadh,VOR,33.7053,0.95028,DZ,
BAY,El Bayadh,NDB,33.7078,0.95139,DZ,
BAY,Bayreuth,VOR,49.9852,11.6367,DE,EDQD
BAY,Bayreuth,DME,49.9857,11.6381,DE,EDQD
BAZ,Bayreuth,NDB,49.9569,11.5652,DE,EDQD
BB,Bora Bora,NDB,-16.4436,-151.755,PF,NTTB
BB,Bau Bau,NDB,-5.48889,122.573,ID,
BB,Battambang,NDB,13.0917,103.223,KH,VDBG
BB,Basa,NDB,14.9818,120.485,PH,RPUF
BB,Bibrka,NDB,49.643,24.2799,UA,
BB,Beryozovo,NDB,63.9067,64.9383,RU,
BBA,Bumba,NDB,2.19167,22.55,CD,FZFU
BBA,Benbecula,NDB,57.4762,-7.36925,GB,
BBB,Mumbai,VOR-DME,19.0854,72.8754,IN,VABB
BBC,Barbacena,NDB,-21.267,-43.7642,BR,SBBQ
BBD,Bagdogra,VOR-DME,26.6876,88.326,IN,VEBD
BBE,Beauvechain,TACAN,50.7564,4.76806,BE,EBBE
BBG,Bangalore,VOR-DME,12.9497,77.681,IN,VOBG
BBI,Bellary,VOR-DME,15.1651,76.8806,IN,
BBI,Salamanca,VOR-DME,41.0168,-5.45644,ES,LESA
BBJ,Bhuj,VOR-DME,23.2711,69.6678,IN,VABJ
BBL,Kleine Brogel,TACAN,51.1703,5.46639,BE,EBBL
BBM,Belgaum,VOR-DME,15.8562,74.6169,IN,VABM
BBM,Babimost,NDB,52.1404,15.7962,PL,EPZG
BBN,Varanasi,VOR-DME,25.454,82.8593,IN,VEBN
BBS,Bhubaneshwar,VOR-DME,20.2448,85.8113,IN,VEBS
BBS,Beni Abbes,NDB,30.0,-2.21667,DZ,
BBS,Beni Abbes,VOR-DME,30.0083,-2.21667,DZ,
BBU,Brandbu,VOR-DME,60.4718,10.3389,NO,
BBZ,Vijayawada,VOR-DME,16.5208,80.7942,IN,VOBZ
BC,Mbanza Congo,NDB,-6.26667,14.25,AO,FNBC
BC,Benin,NDB,6.31717,5.59924,NG,DNBE
BC,Bacolod,VOR,10.6376,122.925,PH,PH-0682
BC,Bechar,NDB,31.6333,-2.30556,DZ,DAOR
BC,Cap Blanc,NDB,37.33,9.83611,TN,
BC,Bacau,NDB,46.4781,26.9274,RO,LRBC
BC,Baie Comeau,NDB,49.1178,-68.3261,CA,CYBC
BC,Provideniya Bay,NDB,64.3767,-173.243,RU,UHMD
BCA,Bahia Blanca,VOR-DME,-38.72,-62.1583,AR,SAZB
BCH,Bacacheri,NDB,-25.4027,-49.229,BR,SBBI
BCK,Blackall,NDB,-24.4261,145.436,AU,YBCK
BCL,Benbecula,DME,57.4751,-7.37032,GB,EGPL
BCN,Bahia,NDB,-0.60194,-80.4072,EC,SESV
BCN,Barcelona,VOR-DME,41.3071,2.10781,ES,LEBL
BCN,ESPORTFRA,VORDME,41.30722,2.10778,,
BCN,BOREALIS FRA,DME,51.72556,-3.26306,,
BCN,Brecon,VOR-DME,51.7256,-3.26306,GB,
BCO,Bonsucesso,VOR-DME,-23.4063,-46.3855,BR,SBGR
BCO,Bachaquero,NDB,10.0,-71.0667,VE,VE-0219
BCP,Dezoito,NDB,-22.4267,-40.0298,BR,
BCR,Bechar,VOR-DME,31.6853,-2.25722,DZ,DAOR
BCS,Bacchus,NDB,62.5704,17.0452,SE,
BCU,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,46.51083,26.82556,,
BCU,Bacau,VOR-DME,46.5109,26.8255,RO,LRBC
BD,Durazno,NDB,-33.3916,-56.5157,UY,SUDU
BD,Muara Badak,NDB,-0.30611,117.416,ID,WALQ
BD,Bobo Dioulasso,VOR-DME,11.145,-4.35086,BF,DFOO
BD,Bahir Dar,NDB,11.6038,37.3239,ET,HABD
BD,Bagdogra,NDB,26.6879,88.3264,IN,VEBD
BD,Bordeaux,NDB,44.9352,-0.56225,FR,LFBD
BD,Khabarovsk,NDB,48.49,135.133,RU,UHHH
BD,Baildon,NDB,50.2917,-105.442,CA,CYMJ
BD,Razdolye,NDB,52.4333,103.2,RU,
BD,Bogdanovo,NDB,57.1,37.7167,RU,
BD,Khanty Mansiysk,NDB,61.0167,68.99,RU,USHH
BDA,Boca Do Acre,NDB,-8.90426,-67.4886,BR,
BDA,Bida,VOR-DME,9.10217,6.01751,NG,
BDA,Bhattedanda,VOR-DME,27.5356,85.2894,NP,
BDA,Bermuda,VOR-DME,32.3644,-64.6896,BM,TXKF
BDB,Bir Darb,VOR-DME,24.3308,41.8244,SA,
BDE,Boende,NDB,-0.23597,20.8164,CD,FZGN
BDF,Bardufoss,VOR-DME,69.0649,18.4662,NO,ENDU
BDF,BOREALIS FRA,VORDME,69.065,18.46611,,
BDG,Bendigo,NDB,-36.7428,144.326,AU,YBDG
BDI,Boundiali,NDB,9.52461,-6.4625,CI,DIBI
BDK,Bondoukou/Soko,NDB,8.00508,-2.76733,CI,DIBU
BDM,Banjarmasin,VOR-DME,-3.4368,114.731,ID,WAOO
BDM,Bandirma,TACAN,40.3013,27.9784,TR,LTBG
BDN,Boscombe Down,TACAN,51.149,-1.75265,GB,EGDM
BDO,Bobo Dioulasso,NDB,11.1753,-4.31036,BF,DFOO
BDO,BOREALIS FRA,VORDME,67.26667,14.365,,
BDO,Bodo,VOR-DME,67.2667,14.3649,NO,ENBO
BDR,Milas Bodrum,VOR-DME,37.2533,27.6692,TR,LTFE
BDR,FRATURK,VORDME,37.25778,27.63778,,
BDT,Bocas Del Toro,VOR-DME,9.33997,-82.2516,PA,MPBO
BDU,Bondoukou/Soko,VOR,8.0365,-2.75461,CI,DIBU
BDV,Burgersdorp,VOR,-30.965,26.3227,ZA,FABD
BDV,Birdsville,NDB,-25.8964,139.353,AU,YBDV
BDX,Bordeaux,TACAN,44.8272,-0.72328,FR,LFBD
BE,Berridale,NDB,-46.0278,169.983,NZ,NZDN
BE,Kamina Base,NDB,-8.65525,25.2865,CD,FZSA
BE,Mangkajang,NDB,2.005,117.742,ID,WALX
BE,Benin,NDB,6.33384,5.61591,NG,DNBE
BE,Bordeaux,NDB,44.8706,-0.39781,FR,LFBD
BE,Samara,NDB,53.48,50.0783,RU,UWWW
BE,Beringovsky,NDB,63.0333,179.3,RU,
BEA,Reina Beatrix,VOR-DME,12.5057,-70.0182,AW,TNCA
BED,Bedok,NDB,1.31626,103.964,SG,WSSS
BEG,BERGAMO,VOR-DME,45.66947,9.70919,IT,LIME
BEJ,Beja,VORTAC,38.1284,-7.92669,PT,LPBJ
BEL,Belem,NDB,-1.38983,-48.4812,BR,SBBE
BEL,Belem,VOR-DME,-1.38433,-48.4785,BR,SBBE
BEL,Belfast,VOR-DME,54.6611,-6.23,GB,EGAA
BEN,Benin,VOR-DME,6.28051,5.56258,NG,DNBE
BEN,Benbecula,VOR-DME,57.4779,-7.3653,GB,EGPL
BER,Bern,NDB,46.8991,7.51048,CH,LSZB
BES,Tumbes,NDB,-3.54944,-80.3817,PE,SPME
BES,Tumbes,VOR,-3.54444,-80.3892,PE,SPME
BET,Rheine Bentlage,NDB,52.2878,7.38567,DE,ETHE
BEY,Beypazari,NDB,40.16,31.9297,TR,
BF,Bafoussam,VOR-DME,5.50833,10.3697,CM,FKKU
BF,Norilsk,NDB,69.3517,87.4083,RU,UOOO
BFD,Broadford,NDB,57.2548,-5.83287,GB,
BFI,Beef Island,NDB,18.4458,-64.5358,VG,TUPJ
BFS,Florennes,TACAN,50.2414,4.65306,BE,EBFS
BG,Benguela,NDB,-12.6081,13.4054,AO,FNBG
BG,Bugarura,NDB,-1.92194,29.2638,RW,
BG,Bontang,NDB,0.12111,117.478,ID,
BG,Bangalore,NDB,12.9695,77.7141,IN,VOBG
BG,Baguio,NDB,16.3744,120.617,PH,RPUB
BG,Muraveyka,NDB,43.8833,133.25,RU,
BG,Karmanovo,NDB,55.8333,34.8667,RU,
BGA,Bucaramanga,VOR-DME,7.13156,-73.1844,CO,SKBG
BGC,Braganca,NDB,-22.9708,-46.5478,BR,SDBP
BGC,Braganca,VOR-DME,-22.9531,-46.5681,BR,SDBP
BGC,Bergerac,NDB,44.8195,0.61928,FR,LFBE
BGD,Baghdad,TACAN,33.2602,44.2495,IQ,
BGD,Baghdad,VOR,33.2607,44.2492,IQ,
BGD,Beograd,VOR-DME,44.8193,20.3111,RS,LYBE
BGD,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,44.81944,20.31111,,
BGE,Bage,VOR,-31.3907,-54.1098,BR,SBBG
BGE,Bage,NDB,-31.3853,-54.1132,BR,SBBG
BGH,Bgh,NDB,11.1313,-61.659,TT,
BGI,Adams,NDB,13.0713,-59.4905,BB,TBPB
BGI,Adams,VOR-DME,13.075,-59.4839,BB,TBPB
BGM,Bagram,TACAN,34.943,69.2615,AF,OAIX
BGN,Bagan,NDB,21.181,94.9282,MM,VYBG
BGN,Ben Gurion,VOR-DME,32.0131,34.8752,IL,LLBG
BGO,Balgo Hill,NDB,-20.1359,127.989,AU,YBGO
BGO,Bago,VOR-DME,17.3196,96.5165,MM,
BGP,Guipavas,NDB,48.4447,-4.4165,FR,LFRB
BGR,Bagur,VOR-DME,41.9477,3.20886,ES,
BGR,ESPORTFRA,VORDME,41.94778,3.20889,,
BGS,Burgos,NDB,42.3581,-3.63538,ES,LEBG
BGS,Burgas,VOR-DME,42.5711,27.5199,BG,LBBG
BGS,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,42.58722,27.53806,,
BGS,Burgas,NDB,42.6269,27.5894,BG,LBBG
BGT,Bagot,NDB,-12.4067,130.85699,AU,YPDN
BGU,Bergerud,NDB,59.8487,11.2622,NO,ENGM
BH,Badshoogte,NDB,-33.6169,21.7994,ZA,
BH,Gaoyao,NDB,23.07,112.487,CN,
BH,Buhasa,NDB,23.6167,53.3833,AE,
BH,Bayankhongor,NDB,46.1192,100.731,MN,ZMBH
BHA,Al Baha,VORTAC,20.2925,41.6291,SA,OEBA
BHD,Berry Head,VOR-DME,50.3986,-3.49361,GB,
BHD,BOREALIS FRA,VORDME,50.39861,-3.49361,,
BHD,Barth,DME,54.3404,12.7098,DE,EDBH
BHF,Islands,NDB,26.5739,-78.6639,BS,
BHI,Broken Hill,VOR-DME,-32.0006,141.48,AU,YBHI
BHI,Broken Hill,NDB,-31.9919,141.468,AU,YBHI
BHN,Barahona,NDB,18.2423,-71.1162,DO,MDBH
BHO,Barahona,VOR-DME,18.2545,-71.1302,DO,MDBH
BHP,Bharatpur,NDB,27.6794,84.4297,NP,VNBP
BHS,Bahia Solano,NDB,6.20937,-77.3807,CO,SKBS
BHS,Baihesi,VOR-DME,30.5083,104.203,CN,ZUUU
BHW,Bhairahawa,NDB,27.5086,83.4267,NP,VNBW
BHX,Birmingham,NDB,52.4545,-1.75239,GB,EGBB
BHZ,Belo Horizonte,NDB,-19.8533,-43.9547,BR,SBBH
BHZ,Belo Horizonte,VOR-DME,-19.8358,-44.0036,BR,SBBH
BI,Buffalo Range,NDB,-20.9976,31.5651,ZW,FVCZ
BI,Bintuni,NDB,-2.10778,133.521,ID,WASB
BI,Bellary,NDB,15.1589,76.8861,IN,
BI,Bindo,VOR,29.68,71.0311,PK,
BI,Baku,NDB,40.515,50.0183,AZ,UBBB
BI,Bishkek,NDB,42.8667,74.5167,KG,
BI,Boryspil,NDB,50.3973,30.9091,UA,UKBB
BI,Bisert,NDB,56.85,59.0667,RU,
BI,Dudinka,NDB,69.4167,86.2333,RU,
BIA,Bournemouth,NDB,50.7777,-1.84249,GB,
BIB,Biboohra,VOR,-16.9167,145.412,AU,
BIG,FRATURK,VORDME,40.28444,27.36556,,
BIG,Biga,VOR-DME,40.2853,27.3658,TR,
BIG,Biggin,VOR-DME,51.3309,0.03481,GB,EGKB
BIK,Bindook,VOR-DME,-34.1786,150.10699,AU,
BIK,Bindook (Closed May 2016),NDB,-34.1786,150.1109,AU,
BIK,Biak,VOR-DME,-1.18246,136.086,ID,WABB
BIO,El Turbio,NDB,-51.61,-72.2214,AR,SAWT
BIS,Bissau/Oswaldo Vieira,VOR-DME,11.9368,-15.6446,GW,GGOV
BIS,Biskra,VOR-DME,34.775,5.75833,DZ,DAUB
BIU,Ballidu,VOR,-30.594,116.78,AU,
BIU,Ballidu,NDB,-30.5916,116.769,AU,
BIZ,Bizerte,VOR-DME,37.2353,9.76556,TN,
BJ,Banjul,VOR-DME,13.3381,-16.6555,GM,GBYD
BJ,Bhuj,NDB,23.2783,69.6712,IN,VABJ
BJ,Barajas,NDB,40.4469,-3.56255,ES,
BJ,Astrakhan,NDB,46.2767,48.0733,RU,URWA
BJA,Bujumbura,VOR-DME,-3.34634,29.322,BI,HBBA
BJA,Bejaia,NDB,36.7067,5.02472,DZ,DAAE
BJA,Beja,NDB,38.1593,-7.92171,PT,LPBJ
BJD,Birjand,NDB,32.9033,59.2571,IR,OIMB
BJD,Birjand,VOR-DME,32.9724,59.2001,IR,OIMB
BJO,Bermejo,NDB,-22.7688,-64.3121,BO,SLBJ
BJO,Bjornoya,NDB,74.5019,19.0862,NO,
BJO,Bodø Oceanic FRA,NDB,74.50194,19.08611,,
BJX,Leon,VOR-DME,20.9973,-101.483,MX,MMLO
BJZ,Badajoz,NDB,38.8166,-6.69819,ES,LEBZ
BK,Bankstown,NDB,-33.9283,150.989,AU,YSBK
BK,Buntok,NDB,-1.66939,114.891,ID,WAOU
BK,Bukoba,NDB,-1.33123,31.8257,TZ,HTBU
BK,Bangkok,NDB,13.9946,100.651,TH,VTBD
BK,Luang Phabang,NDB,19.8661,102.109,LA,VLLB
BK,Catbi,NDB,20.8014,106.658,VN,VVCI
BK,Ningbo,NDB,29.895,121.332,CN,ZSNB
BK,Bishkek,NDB,43.0717,74.5517,KG,UAFM
BK,Lunino,NDB,53.5667,45.2,RU,
BK,Krasnoyarsk,NDB,56.15,92.585,RU,UNKL
BK,Perm,NDB,57.8817,55.9583,RU,USPP
BK,Baker Lake,NDB,64.3147,-96.0647,CA,CYBK
BKD,EDUU NORTH,VORDME,53.03444,11.54611,,
BKD,Brunkendorf,VOR-DME,53.0345,11.5462,DE,
BKE,Bourke,NDB,-30.0433,145.94901,AU,YBKE
BKE,Bouake,NDB,7.80742,-5.04311,CI,DIBK
BKK,Bangkok,VOR-DME,13.8936,100.596,TH,VTBD
BKL,Bengkulu,VOR-DME,-3.86051,102.333,ID,WIPL
BKL,Ballykelly,TACAN,55.0608,-7.01333,GB,
BKO,Boko,NDB,-27.6218,-48.6325,BR,SBFL
BKO,Bamako/Senou,VOR-DME,12.5461,-7.93047,ML,GABS
BKS,Bekes,NDB,46.7951,21.0781,HU,
BKS,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,46.8,21.07389,,
BKS,Bekes,VOR-DME,46.8,21.0739,HU,
BKT,Burketown,NDB,-17.7511,139.532,AU,YBKT
BKV,Bukavu,NDB,-2.30663,28.8194,CD,FZMA
BKY,Bouake,VOR-DME,7.74728,-5.07494,CI,DIBK
BKY,Barkway,VOR-DME,51.9897,0.06194,GB,EGSS
BKZ,Beykoz,VOR-DME,41.1269,29.1428,TR,
BKZ,FRATURK,VORDME,41.12694,29.14278,,
BL,Bloemfontein,NDB,-29.172,26.2988,ZA,FABL
BL,Ile Art,NDB,-19.7221,163.66299,NC,
BL,Salinopolis,NDB,-0.61533,-47.3572,BR,SNSM
BL,Buli,NDB,0.9175,128.383,ID,
BL,Malabo,NDB,3.77428,8.72567,GQ,
BL,Bole,NDB,8.99885,38.8202,ET,HAAB
BL,Barisal,NDB,22.7978,90.2978,BD,VGBR
BL,Balykchi,NDB,42.4333,76.1333,KG,
BL,Chernyshevka,NDB,44.2,133.117,RU,
BL,Budapest,NDB,47.489,19.1862,HU,
BL,Balti,NDB,47.7979,27.814,MD,LUBL
BL,Kazan,NDB,55.5767,49.3567,RU,UWKD
BL,Bringeland,NDB,61.39,5.76045,NO,ENBL
BL,Blonduos,NDB,65.6864,-20.2925,IS,BIBL
BLA,Cairo West,TACAN,30.1155,30.9117,EG,HECW
BLA,Biella Cerrione,NDB,45.4622,8.12333,IT,LILE
BLA,Biella Cerrione,VOR-DME,45.4942,8.10058,IT,LILE
BLC,Blace,NDB,43.2467,21.3622,RS,
BLC,Blace,VOR-DME,43.2487,21.3616,RS,
BLC,Blackbushe,DME,51.3239,-0.84638,GB,EGLK
BLD,Balad,VORTAC,33.9359,44.3681,IQ,ORBD
BLG,Blagoveschensk,VOR-DME,50.3933,127.427,RU,UHBB
BLH,Balkhash,VOR-DME,46.8811,74.9814,KZ,UAAH
BLI,Bali,VOR-DME,-8.75057,115.163,ID,WADD
BLK,Banja Luka,NDB,45.0953,17.2581,BA,LQBK
BLK,Blackbushe,NDB,51.3233,-0.84479,GB,EGLK
BLM,LFFRAE,VORDME,47.63278,7.49944,,
BLM,Bale Mulhouse,VOR-DME,47.6328,7.4995,FR,LFSB
