ident,name,type,latitude,longitude,country code,airport
MOU,Moulins,VOR-DME,46.7068,3.63167,FR,
MOV,Mombasa,VOR-DME,-3.94853,39.6427,KE,HKMO
MOV,Monclova,VOR-DME,26.9555,-101.471,MX,MMMV
MOZ,Moz,NDB,-1.75033,-52.2338,BR,SNMZ
MP,Mount Pleasant,NDB,-51.8242,-58.4713,FK,EGYP
MP,Durazno,NDB,-33.3432,-56.4912,UY,SUDU
MP,Mariepskop,NDB,-24.5414,30.8694,ZA,
MP,Sumenep,NDB,-7.0242,113.89,ID,WART
MP,Maripasoula,NDB,3.65718,-54.036,GF,
MP,Malampaya (Shell Oil Platform),NDB,11.8615,119.314,PH,
MP,Mokpo,NDB,34.7576,126.382,KR,RKJM
MP,Mary,NDB,37.5717,61.8997,TM,UTAM
MPA,Minnipa,NDB,-32.8433,135.148,AU,YMPA
MPE,Matsuyama,VOR-DME,33.813,132.718,JP,RJOM
MPG,Progreso,NDB,21.2734,-89.7136,MX,MMMD
MPK,Bangui M Poko,VOR-DME,4.37614,18.5254,CF,FEFF
MQ,Miyako,NDB,39.8557,141.946,JP,
MQ,Miquelon,NDB,47.0975,-56.3859,PM,LFVM
MQD,Mount Mcquoid (Closed May 2016),NDB,-33.1122,151.13901,AU,
MQD,Mount Mcquoid (Closed Nov 2008),VOR,-33.1083,151.13901,AU,
MQE,Miyako,VOR-DME,39.8656,141.951,JP,
MQU,Mariquita,VOR-DME,5.20722,-74.9242,CO,SKQU
MR,Mare,NDB,-21.4816,168.036,NC,NWWR
MR,Marsabit,NDB,2.35264,37.9842,KE,HKMB
MR,Kaburau,NDB,2.53333,117.4,ID,
MR,Masirah,NDB,20.6774,58.8848,OM,OOMA
MR,Kueijen,NDB,22.9783,120.29,TW,
MR,Dimapur,NDB,25.8839,93.7677,IN,VEMR
MR,Maribor,NDB,46.3715,15.7932,SI,LJMB
MR,Volochaevka,NDB,48.5667,134.58299,RU,
MR,Ulyanovsk,NDB,54.2667,48.2336,RU,
MR,Sheremetyevo,NDB,55.96,37.325,RU,UUEE
MR,Sheremetyevo,VOR-DME,55.9617,37.3483,RU,UUEE
MR,Myra,NDB,59.2677,9.57381,NO,
MRA,Marilia,NDB,-22.1948,-49.9293,BR,SBML
MRA,Mragowo,VOR-DME,53.7849,21.1328,PL,EPTO
MRB,Moranbah,NDB,-22.0625,148.075,AU,YMRB
MRB,Maraba,NDB,-5.37129,-49.1347,BR,SBMA
MRB,Maraba,VOR-DME,-5.36817,-49.1352,BR,SBMA
MRB,Marib,NDB,15.4683,45.3283,YE,
MRC,Marica,VOR-DME,-22.9677,-42.8913,BR,SDMC
MRD,FRATURK,VORDME,37.2275,40.63889,,
MRD,Mardin,VOR-DME,37.2277,40.6386,TR,LTCR
MRE,Aomori,VOR-DME,40.7388,140.705,JP,RJSA
MRH,Masirah Island,VORTAC,20.6744,58.8961,OM,OOMA
MRL,Marmul,VOR-DME,18.1422,55.1779,OM,OOMX
MRM,LFFRASE,VORDME,43.37722,5.32639,,
MRM,Marseille/Provence,VOR-DME,43.3773,5.32644,FR,LFML
MRN,Maringa,NDB,-23.4758,-52.006,BR,
MRN,Marinilla,VOR-DME,6.17639,-75.3239,CO,SKRG
MRN,Moron,TACAN,37.1732,-5.61964,ES,LEMO
MRN,Moron,VOR-DME,37.1751,-5.61892,ES,LEMO
MRP,Mariupol,DME,47.0751,37.4518,UA,UKCM
MRW,Morawa,NDB,-29.2089,116.024,AU,YMRW
MRW,Merowe,VOR-DME,18.4498,31.8187,SD,HSMR
MRY,Moruya,NDB,-35.8984,150.14301,AU,YMRY
MS,Matsapha,NDB,-26.5105,31.3347,SZ,FDMS
MS,Plaisance,NDB,-20.4402,57.6908,MU,FIMP
MS,Masvingo,NDB,-20.0102,30.8439,ZW,FVMV
MS,Matadi,NDB,-5.81882,13.4495,CD,FZAM
MS,Mbandaka,NDB,0.01401,18.283,CD,FZEA
MS,Massawa,NDB,15.6657,39.3158,ER,HHMS
MS,Mae Sot,NDB,16.7019,98.5398,TH,VTPM
MS,Mong Hsat,NDB,20.5344,99.2627,MM,VYMS
MS,Ilan,NDB,24.7319,121.741,TW,
MS,Marseille/Provence,NDB,43.3886,5.28347,FR,
MS,Mcinnes Island,NDB,52.2614,-128.72301,CA,
MS,Maniitsoq,DME,65.4116,-52.93,GL,BGMQ
MSD,Mashhad,NDB,36.2286,59.6372,IR,OIMM
MSD,Mashhad,VOR-DME,36.2312,59.6506,IR,OIMM
MSD,Mashhad,TACAN,36.2331,59.6485,IR,OIMM
MSE,Munchen,NDB,48.3334,11.6529,DE,EDDM
MSNN,Msnn,DME,24.1944,120.654,TW,TW-0090
MSO,Mount Sandon,VOR,-31.3875,151.411,AU,
MSO,Mount Sandon,NDB,-31.3864,151.412,AU,
MSR,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,43.26139,17.85583,,
MSR,Mostar,VOR-DME,43.2614,17.8557,BA,LQMO
MSS,Mossoro,VOR-DME,-5.19733,-37.3645,BR,SBMS
MSS,Mossoro,NDB,-5.1935,-37.3645,BR,SBMS
MST,Mae Sot,VOR-DME,16.6987,98.5421,TH,VTPM
MST,Greven,NDB,52.1101,7.57171,DE,EDDG
MSV,Macas,VOR-DME,-2.25746,-78.1101,EC,SEMC
MSW,Munchen,NDB,48.3524,11.9038,DE,EDDM
MT,Matetsi,NDB,-18.5089,25.924,ZW,
MT,Toamasina,VOR,-18.1243,49.3942,MG,FMMT
MT,Matei,NDB,-16.6883,-179.881,FJ,NFNM
MT,Mtwara,NDB,-10.3324,40.1845,TZ,HTMT
MT,Giles,NDB,10.8959,-64.0472,VE,SVMG
MT,Multan,VOR,30.194,71.4164,PK,OPMT
MT,Multan,NDB,30.1968,71.4239,PK,OPMT
MT,Saint Nazaire/Montoir,NDB,47.3338,-2.0445,FR,LFRZ
MT,Chiboo,NDB,49.7997,-74.4956,CA,CYMT
MTA,Margarita,NDB,10.9206,-63.9567,VE,SVMG
MTA,Margarita,VOR-DME,10.9234,-63.9614,VE,SVMG
MTC,Monte Cristi,NDB,19.8636,-71.6465,DO,MDMC
MTD,Montdidier,VOR,49.5526,2.48947,FR,LFAR
MTG,Mount Gambier,NDB,-37.7526,140.77901,AU,
MTG,Mount Gambier,VOR,-37.7514,140.785,AU,
MTG,Mitiga,VOR,32.8928,13.2711,LY,HLLM
MTG,Martigues,VOR-DME,43.3863,5.08683,FR,
MTG,LFFRASE,VORDME,43.38639,5.08694,,
MTI,Mornington Island,NDB,-16.6592,139.17,AU,YMTI
MTI,Matadi,NDB,-5.83549,13.4662,CD,FZAM
MTI,Mopti/Ambodedjo,VOR,14.5261,-4.06472,ML,GAMB
MTL,Montalvo,NDB,-2.07,-76.9689,EC,SEMO
MTL,Monte Real,NDB,39.9078,-8.88361,PT,LPMR
MTL,Montelimar,VOR-DME,44.5549,4.77986,FR,
MTL,LFFRASE,VORDME,44.555,4.78,,
MTM,Mataram,VOR-DME,-8.56051,116.075,ID,ID-0319
MTN,Salamanca,NDB,40.9888,-5.32993,ES,LESA
MTP,Mount Pleasant,VOR,-51.8267,-58.4208,FK,EGYP
MTP,Mount Pleasant,TACAN,-51.8242,-58.457,FK,EGYP
MTP,Mount Hope,VOR-DME,-34.135,135.34,AU,YCUS
MTP,Mount Hope,NDB,-34.1256,135.341,AU,YCUS
MTR,Monteria,VOR-DME,8.81556,-75.8178,CO,SKMR
MTR,Monte Real,TACAN,39.8326,-8.89014,PT,LPMR
MTR,Metro,VOR,50.2763,8.84863,DE,
MTT,Minatitlan,VOR-DME,18.1029,-94.5823,MX,MMMT
MTU,Mitu,VOR-DME,1.24234,-70.2365,CO,SKMU
MTU,Mitu,NDB,1.25601,-70.2301,CO,SKMU
MTY,Monterrey,VOR-DME,25.7729,-100.104,MX,MMMY
MU,Mejametalana,NDB,-29.3026,27.5056,LS,FXMU
MU,Mutare,NDB,-18.9394,32.6594,ZW,
MU,Mamuju,NDB,-2.58667,119.03,ID,WAFJ
MU,Musoma,NDB,-1.49954,33.8005,TZ,HTMU
MU,Muren,NDB,49.6529,100.174,MN,ZMMN
MU,Magdeburg,NDB,52.0741,11.6483,DE,EDBM
MUN,Maturin,VOR-DME,9.74697,-63.1523,VE,SVMT
MUN,Maturin,NDB,9.75336,-63.1567,VE,SVMT
MUN,Munchen,VOR-DME,48.1803,11.816,DE,EDDM
MUR,Muri,NDB,46.9461,7.46687,CH,LSZB
MUS,Mus,VOR-DME,38.7481,41.6611,TR,LTCK
MUS,FRATURK,VORDME,38.74972,41.66111,,
MUS,Nice Cote D Azur,NDB,43.3846,6.60636,FR,
MUT,FRATURK,VORDME,36.86306,33.29194,,
MUT,Mut,NDB,36.8639,33.2931,TR,
MUT,Mut,VOR-DME,36.8642,33.2922,TR,
MV,Toamasina,NDB,-18.0914,49.3905,MG,
MV,Gomel,NDB,52.5117,31.0833,BY,UMGG
MV,Mesters Vig,NDB,72.2333,-23.9167,GL,
MVE,Monbetsu,VOR-DME,44.3053,143.395,JP,RJEB
MW,Muara Tewe,NDB,-0.94019,114.894,ID,ID-0336
MW,Plaza,NDB,19.3937,-99.1495,MX,MMMX
MW,Magway,NDB,20.1661,94.9382,MM,VYMW
MW,Mineralnyye Vody,NDB,44.195,43.1517,RU,URMM
MW,Milkovo,NDB,54.7067,158.61,RU,
MW,Migalovo,NDB,56.8133,35.6783,RU,UUEM
MWB,Manado,VOR-DME,1.32325,124.955,ID,WAMM
MWE,Tohoku,VOR-DME,40.8089,141.157,JP,RJSM
MX,Zhigalovo,NDB,54.8,105.15,RU,
MXL,Mexicali,VOR-DME,32.6311,-115.238,MX,MMML
MXN,Maxaranguape,NDB,-5.38617,-35.531,BR,SNXX
MXR,Almaza,TACAN,30.0922,31.3573,EG,HEAZ
MXT,Matsushima,TACAN,38.4039,141.226,JP,RJST
MY,Moyale,NDB,3.53032,39.0509,KE,HKMY
MY,Maradi,NDB,13.5007,7.109,NE,DRRM
MY,Miyako Jima,NDB,24.7881,125.295,JP,ROMY
MY,Myggenes,NDB,62.1069,-7.58778,FO,EKVG
MYB,Maryborough,NDB,-25.5197,152.71001,AU,YMYB
MYC,Miyako Jima,VORTAC,24.786,125.301,JP,ROMY
MYN,Munster,NDB,52.1593,7.79999,DE,EDDG
MYY,Miri,NDB,4.29958,113.976,MY,WBGR
MZ,Mwanza,NDB,-2.44219,32.9239,TZ,HTMW
MZ,Mwanza,VOR,-2.43836,32.9223,TZ,HTMW
MZ,Samarkand,NDB,39.7067,66.92,UZ,UTSS
MZ,Mezen,NDB,65.8667,44.2,RU,
MZD,Metzada,VOR-DME,31.3306,35.3905,IL,LLMZ
MZE,Miyazaki,VOR-DME,31.8787,131.437,JP,RJFM
MZT,Mazatlan,VOR-DME,23.1605,-106.271,MX,MMMZ
MZT,Maizuru,TACAN,35.5481,135.42599,JP,
MZU,Mulu,NDB,4.03389,114.798,MY,WBMU
MZV,Mazenod,VOR-DME,-29.5004,27.5406,LS,FXMM
N,Presidente Peron,NDB,-38.95,-68.1871,AR,SAZN
N,Aeroparque,NDB,-34.5849,-58.3689,AR,
N,Junin,NDB,-34.5283,-60.935,AR,
N,Catamarca,NDB,-28.6217,-65.765,AR,
N,Resistencia,NDB,-27.4243,-59.0451,AR,
N,Termez,NDB,37.2933,67.3367,UZ,
N,Baku,NDB,40.4483,50.05,AZ,
N,Tbilisi,NDB,41.6507,44.9744,GE,
N,Simferopol,NDB,45.0278,33.9654,UA,
N,Titan,NDB,46.9289,19.7257,HU,LHKE
N,Donetsk,NDB,48.0734,37.7067,UA,
N,Chernivtsi,NDB,48.2763,25.9666,UA,UKLN
N,Oksywie,NDB,54.5952,18.4916,PL,EPOK
N,Sheremetyevo,NDB,55.965,37.3733,RU,UUEE
N4,Swan River,NDB,52.1153,-101.235,CA,CZJN
N9,Tumbler,NDB,55.0261,-120.936,CA,CBX7
NAH,Namha,VOR-DME,20.3872,106.118,VN,
NAK,Nakuru,VOR-DME,-0.30475,36.1534,KE,
NAK,Nacka,NDB,59.2947,18.1786,SE,ESSB
NAN,Nausori,NDB,-18.0458,178.562,FJ,NFNA
NAN,Nausori,VOR-DME,-18.0422,178.562,FJ,NFNA
NAN,Namlea,NDB,-3.23764,127.098,ID,WAPR
NAN,Nema,NDB,16.6116,-7.26094,MR,
NAN,Nan,VOR-DME,18.8091,100.783,TH,VTCN
NAN,Nea Anchialos,NDB,39.2183,22.7994,GR,LGBL
NAN,Tbilisi,NDB,41.6327,44.9971,GE,
NAN,Naganuma,NDB,43.0002,141.651,JP,RJCC
NAN,Banja Luka,NDB,44.9208,17.3058,BA,
NAN,Natash,NDB,50.2222,-61.8417,CA,CYNA
NAN,Kostanay,NDB,53.1623,63.5826,KZ,UAUU
NAN,Begishevo,NDB,55.5317,52.0367,RU,UWKE
NAN,Narsarsuaq,NDB,61.1707,-45.4129,GL,BGBW
NAN,Salekhard,NDB,66.5667,66.5067,RU,USDD
NAR,Narrandera,NDB,-34.7071,146.513,AU,YNAR
NAR,Narrandera,VOR-DME,-34.7019,146.517,AU,YNAR
NAS,Punta Arenas,NDB,-53.0102,-70.8639,CL,SCCI
NAS,Punta Arenas,VOR-DME,-53.0037,-70.8537,CL,SCCI
NAT,Natania,VOR-DME,32.332,34.968,IL,
NAT,Natta,VOR-DME,66.7465,21.3224,SE,
NAT,BOREALIS FRA,VORDME,66.74667,21.3225,,
NAU,Nautla,VOR-DME,20.1917,-96.7455,MX,
NAU,Nautla,NDB,20.2075,-96.7653,MX,
NAY,Nancy,TACAN,48.5836,5.95183,FR,LFSO
NB,Bordeaux,NDB,45.1475,-0.54992,FR,LFBD
NB,Bromma,NDB,59.4009,17.8139,SE,ESSB
NB,Botn,NDB,65.3261,-18.2936,IS,BIAR
NB,Uelkal,NDB,65.5167,-179.283,RU,
NBR,Narrabri,NDB,-30.3207,149.83099,AU,YNBR
NBR,Nabire,VOR-DME,-3.38196,135.50101,ID,ID-0339
NBW,Guantanamo Bay Ns,VOR,19.9045,-75.1988,CU,MUGM
NBW,Guantanamo Bay Ns,TACAN,19.91,-75.2185,CU,MUGM
NC,Newcastle,NDB,-27.7703,29.9944,ZA,FANC
NC,Chileka,NDB,-15.6741,34.9539,MW,FWCL
NC,Nice/Cote D'Azur,NDB,43.5902,7.12908,FR,
NC,Kemerovo,NDB,55.3,86.18,RU,UNEE
NCH,Changbei,VOR-DME,28.885,115.913,CN,ZSCN
NCL,Sao Nicolau,NDB,16.5627,-24.2832,CV,GVSN
NCN,Incheon,VOR-DME,37.4949,126.43,KR,RKSI
NCS,Nagycserkesz,NDB,47.9609,21.5303,HU,
NCZ,Autec,TACAN,24.7033,-77.77,BS,
ND,Tanjung Pandan,NDB,-2.75423,107.751,ID,WIOD
ND,Moanda,NDB,-1.53003,13.2671,GA,FOOD
ND,Banjul,NDB,13.3454,-16.6574,GM,GBYD
ND,Bolshevik,NDB,45.7667,40.2333,RU,
ND,Smyshlyayevka,NDB,53.2667,50.4333,RU,
NDG,Diego Garcia,NDB,-7.29267,72.3843,IO,FJDG
NDG,Qiqihar,VOR-DME,47.2417,123.922,CN,ZYQQ
NDG,Nordlingen,NDB,48.8294,10.4187,DE,
NDJ,Bucholz,NDB,8.72087,167.728,MH,PKWA
NDJ,Bucholz,TACAN,8.7212,167.729,MH,PKWA
NDO,Ndolo,NDB,-4.31895,15.3162,CD,FZAB
NDO,Nordholz,TACAN,53.769,8.6535,DE,ETMN
NDO,Nordholz,NDB,53.7852,8.80617,DE,ETMN
NE,Singkep,NDB,-0.483,104.576,ID,WIDS
NE,Minsk-1,NDB,53.8367,27.6067,BY,BY-9935
NE,Norway House,DME,53.972,-97.8417,CA,CYNE
NE,Nerl,NDB,57.0333,38.0,RU,
NEA,ESPORTFRA,VORDME,42.0275,-4.10917,,
NEA,Tabanera,VOR-DME,42.0276,-4.10913,ES,
NEG,Neubrandenburg,TACAN,53.6047,13.3087,DE,EDBN
NEJ,Nejran,VORTAC,17.6069,44.4156,SA,OENG
NER,Neratovice,VOR-DME,50.3666,14.6214,CZ,LKPR
NES,Coposa,NDB,-20.7756,-68.6789,CL,SCKP
NEU,Neuquen,VOR-DME,-38.9503,-68.1547,AR,SAZN
NEU,Iwakuni,TACAN,34.1408,132.23199,JP,RJOI
NEU,Neuburg,TACAN,48.7125,11.211,DE,ETSN
NEV,Nevers,VOR,47.153,2.92936,FR,
NEW,Newcastle,VOR-DME,55.0384,-1.69837,GB,EGNT
NF,Norfolk Island,VOR-DME,-29.0473,167.93201,NF,YSNF
NF,Norfolk Island,NDB,-29.0072,167.92101,NF,YSNF
NF,Singkawang,NDB,1.09216,109.693,ID,WIOI
NF,Nanfeng,NDB,27.2167,116.567,CN,
NF,Nordfjordur,NDB,65.1347,-13.7364,IS,BINF
NFO,Futenma,TACAN,26.2671,127.744,JP,ROTM
NG,Negage,NDB,-7.76667,15.3,AO,FNNG
NG,Nhatrang,NDB,12.2264,109.201,VN,
NG,Aichi,NDB,35.1423,136.99699,JP,
NG,Tashkent,NDB,41.2517,69.215,UZ,UTTT
NG,Nimes/Garons,NDB,43.8572,4.40628,FR,LFTW
NG,LFFRASE,NDB,43.85722,4.40639,,
NG,Nizhny Novgorod,NDB,56.1767,43.765,RU,UWGG
NGA,Naga,VOR-DME,13.5822,123.27,PH,RPUN
NGB,Ningbo,VOR-DME,29.8267,121.46,CN,ZSNB
NGD,Nurnberg,DME,49.5012,11.0801,DE,EDDN
NGJ,Nepalgunj,VOR-DME,28.1014,81.6508,NP,VNNG
NGU,Ngukurr,NDB,-14.725,134.739,AU,YNGU
NGY,New Galloway,NDB,55.1775,-4.16861,GB,
NH,Nuku Hiva,NDB,-8.79444,-140.22,PF,NTMD
NH,Nanga Pinoh,NDB,-0.34922,111.748,ID,WIOG
NH,Nouakchott,NDB,18.0793,-15.9632,MR,MR-0013
NH,Nawabshah,NDB,26.2172,68.3913,PK,OPNH
NH,Nawabshah,VOR-DME,26.2176,68.3858,PK,OPNH
NH,Nikolsk,NDB,52.75,104.467,RU,
NH,Tobolsk,NDB,58.1417,68.2767,RU,
NHC,Naha,VORTAC,26.2085,127.643,JP,ROAH
NHL,Nhill,VOR,-36.3158,141.646,AU,YNHL
NHL,Nhill,NDB,-36.294,141.64301,AU,YNHL
NHT,Nyutabaru,TACAN,32.0803,131.45399,JP,RJFN
NHW,Nanhui,VOR-DME,31.0817,121.573,CN,ZSPD
NI,Kendari,NDB,-4.08649,122.411,ID,WAWW
NI,Nairobi,NDB,-1.33301,36.9086,KE,HKJK
NI,Nauru,VOR-DME,-0.54383,166.92101,NR,ANYN
NI,Nauru,NDB,-0.54283,166.918,NR,ANYN
NI,Sado,NDB,38.0658,138.41,JP,
NI,Mykolaiv,NDB,47.0289,31.8678,UA,
NI,Assiniboia,NDB,49.7283,-105.949,CA,CJN4
NID,Niederrhein,DME,51.6,6.14148,DE,EDLV
NIE,Nile,NDB,-41.6528,147.30299,AU,YMLT
NIE,MUAC FRA,VORDME,52.62583,9.37194,,
NIE,Nienburg,VOR,52.6259,9.37199,DE,
NII,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,43.33667,21.85028,,
NIK,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,NDB,42.77639,18.92417,,
NIK,Niksic,NDB,42.7764,18.9242,RS,
NIK,Nicky,VOR-DME,51.165,4.18389,BE,EBAW
NIM,Nimes,TACAN,43.7458,4.41956,FR,LFTW
NIN,Junin,NDB,-34.5511,-60.9339,AR,AR-0743
NIN,Junin,VOR,-34.5411,-60.9339,AR,AR-0743
NIR,Nir,NDB,-2.71861,-80.2489,EC,
NIS,Nias,VOR-DME,1.16866,97.7017,ID,WIMB
NIS,Sibu,NDB,2.24814,112.002,MY,WBGS
NIS,Nis,VOR-DME,43.3465,21.8271,RS,LYNI
NIT,Nitra,VOR-DME,48.2904,18.0506,SK,
NIT,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,48.29056,18.05056,,
NIT,Nitra,NDB,48.2984,18.0524,SK,
NIZ,Nice,VOR-DME,43.7706,7.25439,FR,LFMN
NJA,Atsugi,TACAN,35.4458,139.45399,JP,RJTA
NJC,Niijima,VORTAC,34.3481,139.271,JP,
NJC,Nizhnevartovsk,VOR-DME,60.9433,76.4683,RU,USNN
NK,Nukunonu,NDB,-9.1695,-171.832,TK,
NK,Narok,NDB,-1.10263,35.8508,KE,HKNO
NK,Nakhon Si Thammarat,NDB,8.54669,99.9407,TH,VTSF
NK,Nangan,NDB,26.16,119.957,TW,RCMT
NK,Novokazalinsk,NDB,45.8308,62.1303,KZ,
NK,Mykolaiv,NDB,47.0872,31.9714,UA,
NK,Oksywie,NDB,54.6169,18.4552,PL,EPOK
NK,Nikolskoye,NDB,55.1833,165.983,RU,
NK,Begishevo,NDB,55.5983,52.1583,RU,UWKE
NK,Ayan,NDB,56.45,138.133,RU,
NK,Godthab/Nuuk,NDB,64.6786,-51.3739,GL,BGGH
NKE,Nanki,VOR-DME,33.6613,135.35899,JP,RJBD
NKN,Nangan,DME,26.16,119.957,TW,RCMT
NKP,Nakhon Phanom,VOR-DME,17.3883,104.638,TH,VTUW
NKR,Nakhon Ratchasima,VOR-DME,14.9466,102.311,TH,VTUQ
NKR,Neckar,NDB,49.3367,8.73291,DE,
NKS,Nakhon Si Thammarat,VOR-DME,8.54165,99.9469,TH,VTSF
NKW,Diego Garcia,TACAN,-7.31683,72.412,IO,FJDG
NKZ,Novokazalinsk,VOR-DME,45.8308,62.1286,KZ,
NL,Newlands,NDB,-41.2288,174.828,NZ,NZWN
NL,Nyanza-Lac,NDB,-4.34713,29.597,BI,
NL,Nyala,NDB,12.0641,24.9339,SD,
NL,Longzhou,NDB,22.3667,106.867,CN,
NL,Nalchik,NDB,43.5333,43.6933,RU,URMN
NL,Nikola,NDB,44.9664,33.6184,UA,
NL,Norwich,NDB,52.6764,1.38471,GB,
NL,Sheremetyevo,NDB,55.9583,37.3283,RU,UUEE
NL,Nolso,NDB,61.9581,-6.60003,FO,EKVG
NL,Olenek,NDB,68.4733,112.472,RU,
NLD,Nuevo Laredo,VOR-DME,27.4394,-99.5646,MX,MMNL
NLG,Nanlang,VOR-DME,22.5317,113.563,CN,
NLY,Yaounde Nsimalen,VOR-DME,3.72581,11.5565,CM,FKYS
NM,Kuala Lumpur,NDB,3.19981,101.508,MY,WMSA
NM,Nema,VOR,16.6238,-7.261,MR,GQNI
NM,Nemyriv,NDB,48.9664,28.8483,UA,
NM,Matagami,NDB,49.7239,-77.7417,CA,CYNM
NM,Ufa,NDB,54.5133,55.9083,RU,UWUU
NM,Ust-Ilimsk,NDB,58.15,102.642,RU,
NM,N Mora,NDB,61.0312,14.4605,SE,ESKM
NMA,Bima,VOR-DME,-8.51998,118.689,ID,WADB
NMN,Mendig,NDB,50.3678,7.31367,DE,ETHM
NMS,Namsos,NDB,64.495,11.8087,NO,ENNM
NMT,Meyerton,NDB,-26.5572,28.0325,ZA,
NN,Nadi,VOR-DME,-17.6547,177.396,FJ,NFFN
NN,Entebbe,VOR-DME,0.053,32.438,UG,HUEN
NN,Gorontalo,NDB,0.64078,122.851,ID,WAMG
NN,Niamtougou,NDB,9.83461,1.11986,TG,
NN,Nan,NDB,18.8003,100.783,TH,VTCN
NN,Shikang,NDB,23.1247,120.202,TW,RCNN
NN,Northampton,NDB,52.2991,-0.7976,GB,EGBK
NN,Kozhevnikovo,NDB,56.2333,83.9667,RU,
NN,Nanortalik,NDB,60.1458,-45.2556,GL,
NNG,Nanning,VOR-DME,22.625,108.197,CN,ZGNN
NNP,Nagpur,VOR-DME,21.1116,79.0199,IN,VANP
NNX,Nanxiong,VOR-DME,25.1,114.272,CN,
NO,Sawani,NDB,-18.0147,178.468,FJ,NFNA
NO,Maumere,NDB,-8.63546,122.236,ID,WATC
NO,Nairobi,NDB,-1.3659,36.8641,KE,HKJK
NO,Nioro,NDB,15.2339,-9.58373,ML,GANR
NO,Termez,NDB,37.3,67.365,UZ,UTST
NO,Nakhchivan,NDB,39.1651,45.4859,AZ,UBBB
NO,Pamplona,NDB,42.75,-1.63167,ES,
NO,Boryspil,NDB,50.2873,30.9007,UA,UKBB
NO,Nadym,NDB,65.48,72.7033,RU,
NOA,Nova,NDB,-22.7185,-43.4805,BR,BR-1939
NOB,Noibai,VOR-DME,21.213,105.835,VN,VVNB
NOL,No Leon,VOR-DME,10.4397,-67.159,VE,
NOL,Nolvik,VOR,57.7733,11.8229,SE,
NOR,Noronha,NDB,-3.85839,-32.4282,BR,SBFN
NOT,Nottingham,NDB,52.9217,-1.07933,GB,EGBN
NOV,Novara,NDB,45.4241,8.79386,IT,
NOZ,Alexandria,VOR-DME,31.18767,29.95071,EG,EG-0078
NP,New Plymouth,VOR-DME,-39.0072,174.18401,NZ,NZNP
NP,New Plymouth,NDB,-39.0022,174.18201,NZ,NZNP
NP,Nampula,NDB,-15.0682,39.3338,MZ,FQNP
NP,Napuka,NDB,-14.1722,-141.265,PF,NTGN
NP,Nakhon Phanom,NDB,17.3924,104.643,TH,VTUW
NP,Nagpur,NDB,21.1227,79.0391,IN,VANP
NP,Pskov,NDB,57.8267,28.4233,RU,ULOO
NPC,Napoli Capodochino,DME,40.8843,14.2836,IT,
NPH,Pohang (Navy),VORTAC,35.9864,129.409,KR,RKTH
NPJ,Nepalgunj,NDB,28.0981,81.6558,NP,VNNG
NQ,Sumbawa,NDB,-8.47433,117.405,ID,WADS
NQ,Turkmenabat,NDB,39.14,63.58,TM,UTAV
NQ,Narsarsuaq,DME,61.1604,-45.4071,GL,BGBW
NQI,Nuqui,NDB,5.71361,-77.26,CO,SKNQ
NR,Napier,NDB,-39.4723,176.87199,NZ,NZNR
NR,Napier,VOR-DME,-39.4538,176.869,NZ,NZNR
NR,Moela,NDB,-24.0505,-46.2642,BR,
NR,Waingapu,NDB,-9.67049,120.299,ID,WADW
NR,Lilabari,NDB,27.2868,94.0909,IN,VELR
NR,Novolokti,NDB,54.3833,82.9333,RU,
NRB,Narembeen,NDB,-32.0717,118.395,AU,
NRC,Naracoorte,NDB,-36.9782,140.724,AU,YNRC
NRE,Narita,VOR-DME,35.7823,140.36301,JP,RJAA
NRG,Neubrandenburg,NDB,53.6028,13.3383,DE,EDBN
NRG,Chulman,VOR-DME,56.9083,124.877,RU,
NRM,Narromine,NDB,-32.2231,148.229,AU,YNRM
NRM,FRA SPB,VORDME,67.63806,53.11083,,
NRR,Roosevelt Roads,TACAN,18.2338,-65.6433,PR,
NS,Nelson,VOR-DME,-41.3017,173.22301,NZ,NZNS
NS,Nelspruit,NDB,-25.4907,30.9191,ZA,FANS
NS,Cha Ian,NDB,8.46167,99.9617,TH,VTSN
NS,Niamtougou,NDB,9.70158,1.06314,TG,
NS,Namsang,NDB,20.8861,97.7329,MM,VYNS
NS,Nanxiong,NDB,25.0967,114.275,CN,
NS,Mary,NDB,37.5717,61.8981,TM,UTAM
NS,Naryn-Ges,NDB,41.1667,72.1667,KG,
NS,Sturup,NDB,55.6115,13.3607,SE,ESMS
NS,Narsaq,NDB,60.9,-46.0167,GL,
NSA,Nisa,VORTAC,39.5647,-7.91472,PT,
NSA,ESPORTFRA,VORDME,39.56472,-7.91472,,
NSB,Fascene,VOR-DME,-13.3056,48.3231,MG,FMNN
NSB,Seeb,NDB,23.5906,58.2541,OM,OOMS
NSE,Nanjing,VOR-DME,31.745,118.863,CN,ZSNJ
NSE,Nakashibetsu,VOR-DME,43.5774,144.951,JP,RJCN
NSH,Ningshan,VOR-DME,33.3183,108.312,CN,
NSK,Novosibirsk,VOR-DME,55.0133,82.64,RU,UNNT
